Question,OriginalQuestion,qwen72b,llama70b,gptoss120b,in_all_failed_subset
What malicious activities does the SslMM tool execute?,How does the SslMM tool carry out its malicious operations?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What measures can a network administrator take to mitigate the impact of Xbash on their computer network?,What countermeasure can be taken to minimize the effects of Xbash on a computer network?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
"What asset is most susceptible to the RCSAndroid attack pattern, particularly the one employing PowerShell scripts?","What asset is most vulnerable to the attack pattern that utilizes PowerShell scripts, which is characteristic of the RCSAndroid?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the typical kill chain stages associated with the attack patterns of malware tools employed by groups related to C0032?,Identify the kill chain stages characteristic of the patterns used by tools associated with malware used by groups involved in the C0032.,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the principal attack pattern that the course of action aimed at altering Windows Registers pertains to within the POWERSOURCE framework?,Which attack pattern is the primary target of the course of action that involves modifying Windows Registers in the context of POWERSOURCE?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What countermeasure is crucial for neutralizing the Flame threat?,What crucial tactic is employed to counter the threat posed by Flame?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What Twitoor-related threats can a particular defensive strategy best counteract?,What defensive strategy is most effective in mitigating the risks associated with Twitoor?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What attack pattern is primarily linked to the tool utilized by PowerShower?,What is the primary attack pattern associated with the tool employed by the PowerShower?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern does the tool Javali utilizes employ?,What type of attack pattern is employed by the tool that Javali utilizes?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What countermeasures can be implemented to mitigate the impact of Explosive on a computer network?,What countermeasure can be taken to minimize the effects of Explosive on a computer network?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What malware techniques are utilized by the malware used in American campaigns attributed to OilRig?,What attack technique does the malware employed in American campaigns attributed to OilRig utilize?,NOT_EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,True
What is the main target asset targeted by the attack pattern that incorporates PowerShell scripts as a crucial part of the CARROTBAT?,"What asset is the primary target of the attack pattern that employs PowerShell scripts, a key component of the CARROTBAT?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What impact does Time Providers Mitigation have on the propagation of a worm?,What effect does Time Providers Mitigation have on the spread of worm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What preventative measure can be implemented to avoid the installation of PACEMAKER on a system?,What crucial step can be taken to prevent the installation of PACEMAKER on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What detection strategies would be most successful in identifying the malicious behaviors exhibited by the malware employed by the group behind Operation Honeybee?,What detection techniques would be effective in identifying the behaviors of the malware used by the group responsible for Operation Honeybee?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What malicious techniques does the Trojan-SMS.AndroidOS.OpFake.a utilize to activate its malicious functionalities?,What attack pattern does the Trojan-SMS.AndroidOS.OpFake.a use to execute its malicious functions?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
"What kind of malicious attack can be prevented by a course of action that involves modifying Windows Registers, and is associated with DOGCALL?","What type of malicious attack can be thwarted by the course of action that involves operating on Windows Registers, and is related to DOGCALL?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What asset typically gets compromised by the attack pattern employing PowerShell scripts as a component of the SDBot?,What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the SDBot?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What function does the behavior of a modular backdoor play in enabling the objectives of a UNC788 operation?,What is the role of a modular backdoor's behavior in facilitating the goals of a UNC788 campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
How can operating on Windows Registers potentially hinder the dissemination of the PHOREAL attack pattern and its associated malware?,In what way can the course of action that involves operating on Windows Registers help to prevent the spread of PHOREAL and its associated attack pattern?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What countermeasures would be most effective in countering the security threats posed by the malware known as WolfRAT?,What defensive strategy is most effective in mitigating the risks associated with WolfRAT?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What steps can be taken to counteract the FrameworkPOS attack pattern by utilizing operations on Windows Registers?,How can the course of action that involves operating on Windows Registers help to prevent the attack pattern associated with FrameworkPOS?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What method is most effective in mitigating the effects of Bisonal on a system?,Which key approach helps to neutralize the impact of Bisonal on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What level of protection does Accessibility Features Mitigation offer against worm attacks?,How well does Accessibility Features Mitigation protect against worm attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What measures can be taken to counteract the proliferation of OLDBAIT?,What strategy should be implemented to prevent the spread of OLDBAIT?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What effect does the behavior of a modular backdoor have on the overall success of operations conducted by the Transparent Tribe?,What is the impact of a modular backdoor's behavior on the overall success of a Transparent Tribe campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What type of attack strategy does Doki utilize?,What type of attack pattern does the Doki employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What Windows attack pattern is the main focus of the course of action that involves altering Windows Registers within the context of CreepySnail?,Which attack pattern is the primary target of the course of action that involves modifying Windows Registers in the context of CreepySnail?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What malicious activities are carried out by the RATANKBA tool through its RATANKBA attack pattern?,What attack pattern does the RATANKBA tool use to carry out its malicious activities?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What measures should be taken to stop the dissemination of SpicyOmelette?,What strategy should be implemented to prevent the spread of SpicyOmelette?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
Identify the common kill chain phases that are characteristic of the malware tactics typically utilized by groups linked to the Night Dragon threat.,Determine the kill chain phases typically associated with the patterns of tools that the malware used by groups involved in the Night Dragon employs.,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What attack pattern is directly associated with Aria-body and prevented by operating on Windows Registers?,"Which attack pattern is prevented by operating on Windows Registers, and is directly linked to the presence of Aria-body?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What system security measure is most effective at countering the influence of HAPPYWORK?,Which key approach helps to neutralize the impact of HAPPYWORK on a system?,NOT_EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,False
What ZIPLINE tools are typically linked to in attack scenarios?,What is the attack pattern associated with ZIPLINE tools?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What course of action targets Windows Registers as a countermeasure against the REvil attack pattern?,What attack pattern is effectively countered by the course of action that targets Windows Registers in relation to REvil?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What methods can be used to counter and minimize the tactics employed by HEXANE?,What options are available to prevent and mitigate the methods used by HEXANE?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What cybersecurity component plays a crucial role in countering the threats of Goopy?,What key component of cybersecurity helps to prevent and mitigate the attacks of Goopy?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is typically associated with the tool known as the Kessel?,What is the attack pattern utilized by the tool associated with the Kessel?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
"What is the core target of an attack pattern that is characterized by the use of PowerShell scripts, a hallmark of the Disco method?","What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the Disco?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What characteristic attack pattern is associated with the tool utilized by Anubis?,What attack pattern is characteristic of the tool used by the Anubis?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"Which asset is most susceptible to an attack that typically involves the utilization of PowerShell scripts, a hallmark of the PowGoop?","What asset is most vulnerable to the attack pattern that utilizes PowerShell scripts, which is characteristic of the PowGoop?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What countermeasures can be implemented to mitigate the impact of Dtrack on a computer network?,What countermeasure can be taken to minimize the effects of Dtrack on a computer network?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of attack pattern does the Matryoshka tool utilize to compromise systems?,What type of attack pattern is used by the Matryoshka's tool to compromise systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What malicious actions does the Skeleton Key tool perform?,How does the Skeleton Key tool carry out its malicious operations?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What method is used to effectively counteract the NOKKI threat?,What crucial tactic is employed to counter the threat posed by NOKKI?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is being targeted by the attack pattern utilizing PowerShell scripts associated with DEADEYE?,Which asset is the target of the attack pattern that employs PowerShell scripts used by the DEADEYE?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is most susceptible to the Penquin's signature PowerShell script-based attack pattern?,"What asset is most vulnerable to the attack pattern that utilizes PowerShell scripts, which is characteristic of the Penquin?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What tool does the INSOMNIA attack pattern leverage for its execution?,What is the attack pattern that the INSOMNIA utilizes through its associated tool?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What malware spread mechanism is intrinsic to the ZergHelper tool?,Which attack pattern is inherent in the tool that the ZergHelper uses to spread?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What is the primary target of the LockerGoga attack pattern that incorporates PowerShell scripts as a crucial element?,"What asset is the primary target of the attack pattern that employs PowerShell scripts, a key component of the LockerGoga ?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What countermeasure does one employ to mitigate the menace presented by Gelsemium?,What crucial tactic is employed to counter the threat posed by Gelsemium?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What course of action that involves Windows Registers specifically targets an attack pattern related to SHUTTERSPEED?,"What attack pattern is mitigated by the course of action that operates on Windows Registers, and is specifically related to SHUTTERSPEED?",NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What attack pattern is utilized by the BlackMould tool?,Which attack pattern does the BlackMould's tool rely on?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is being targeted by the attack pattern that utilizes PowerShell scripts associated with the TianySpy?,Which asset is the target of the attack pattern that employs PowerShell scripts used by the TianySpy?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What method is most effective in mitigating the effects of Exaramel for Windows on a system?,Which key approach helps to neutralize the impact of Exaramel for Windows on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Can a focus on Communication Authenticity be regarded as an effective approach to countering worm attacks?,Can Communication Authenticity be considered a successful strategy for combating worm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What measures should be taken to prevent the malicious software BADFLICK from being installed on a system?,What crucial step can be taken to prevent the installation of BADFLICK on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the key tactics and implications associated with the malware attack patterns utilized by the group behind the FIN7 campaigns targeting American entities?,"Which attack pattern is employed by the malware used in American campaigns attributed to FIN7, and what are its implications?",NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What measures should be taken to stop the proliferation of the Ferocious?,What strategy should be implemented to prevent the spread of Ferocious?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What is the principal asset being targeted by the attack pattern that utilizes PowerShell scripts, a critical component of yty?","What asset is the primary target of the attack pattern that employs PowerShell scripts, a key component of the yty?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What malicious activities does the Samurai tool execute?,How does the Samurai tool carry out its malicious operations?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What SHOTPUT-related threats can a defense strategy most effectively counteract?,What defensive strategy is most effective in mitigating the risks associated with SHOTPUT?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What countermeasures are available to thwart and minimize the tactics employed by FIN13?,What options are available to prevent and mitigate the methods used by FIN13?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What cybersecurity components play a crucial role in countering and minimizing the risks associated with Prestige attacks?,What key component of cybersecurity helps to prevent and mitigate the attacks of Prestige?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What course of action involving Windows Registers can potentially prevent an attack pattern associated with the Sunburst incident?,"What type of attack pattern can be prevented by the course of action that involves operating on Windows Registers, specifically in relation to Sunburst?",NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What kind of attack method does the HotCroissant tool employ to infiltrate and compromise systems?,What type of attack pattern is used by the HotCroissant's tool to compromise systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does taking action on Windows Registers contribute to preventing the spread of Remexi and its linked attack pattern?,In what way can the course of action that involves operating on Windows Registers help to prevent the spread of Remexi and its associated attack pattern?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What countermeasure is primarily used to mitigate the malicious impact of Backdoor.Oldrea?,What crucial tactic is employed to counter the threat posed by Backdoor.Oldrea?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What systems are typically compromised by PJApps through its primary attack pattern?,What is the primary attack pattern used by PJApps to compromise systems?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What course of action related to operating on Windows Registers is known to prevent the Hydraq attack pattern?,"What type of attack pattern can be prevented by the course of action that involves operating on Windows Registers, specifically in relation to Hydraq?",NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What types of devices or systems are commonly linked to spyware tactics?,What are the primary platforms associated with spyware techniques?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What impact does the presence of a modular backdoor have on the overall strategic objectives of a Strider campaign?,What are the implications of a modular backdoor's actions on the overall strategy of a Strider campaign,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security precautions should be taken to counteract the potential threats from Moafee?,What are the essential security measures to take against the threats posed by Moafee?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Does the Deploy Compromised Device Detection Method offer a dependable means of eliminating a worm?,Is Deploy Compromised Device Detection Method a reliable solution for eliminating worm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What type of asset is most commonly targeted by the cyber threat associated with the Regin malware, particularly in attacks that utilize PowerShell scripts?","What asset is frequently compromised by the attack pattern that involves PowerShell scripts, a hallmark of the Regin?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods can be employed to detect and neutralize the malicious actions taken by malware utilized by the perpetrators of Operation Dust Storm?,What approaches can be used to identify and mitigate the malicious behaviors of the malware exploited by the group behind Operation Dust Storm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset tends to be targeted by the Escobar's use of PowerShell scripts as part of its attack pattern?,"What asset is typically compromised by the attack pattern involving PowerShell scripts, which is used by the Escobar?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What measures have been implemented on Windows Registers to stop the proliferation of ANDROIDOS_ANSERVER.A?,What course of action on Windows Registers is designed to prevent the spread of ANDROIDOS_ANSERVER.A?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What action is taken on Windows Registers to stop the propagation of BlackEnergy?,What course of action on Windows Registers is designed to prevent the spread of BlackEnergy?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What type of malicious attack can be prevented by a course of action that targets Windows Registers and has a connection to Yahoyah?,"What type of malicious attack can be thwarted by the course of action that involves operating on Windows Registers, and is related to Yahoyah?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What method of attack does the Linux Rabbit's tool employ to compromise systems?,What type of attack pattern is used by the Linux Rabbit's tool to compromise systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What countermeasures should be taken to prevent the propagation of PUNCHBUGGY?,What strategy should be implemented to prevent the spread of PUNCHBUGGY?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What asset is typically targeted by an attack pattern that utilizes PowerShell scripts in conjunction with Hornbill?,Which asset is the target of the attack pattern that employs PowerShell scripts used by the Hornbill?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What countermeasure is Saint Bot's threat most effectively countered by?,What crucial tactic is employed to counter the threat posed by Saint Bot?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What course of action, which targets Windows Registers in relation to Bazar, is most effective in countering a specific attack pattern?",What attack pattern is effectively countered by the course of action that targets Windows Registers in relation to Bazar?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What malicious techniques does MacSpy employ to execute its illicit operations?,What kind of attack pattern does the MacSpy use to carry out its malicious activities?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What malicious activities does the Denis tool conduct via its adopted attack pattern?,What attack pattern does the Denis tool use to carry out its malicious activities?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What attack pattern is characteristic of the tool linked to Adups?,What is the attack pattern utilized by the tool associated with the Adups?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern does IceApple typically utilize?,What type of attack pattern does the IceApple employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
How does the behavior of a modular backdoor contribute to the overall success of a DarkVishnya operation?,What is the impact of a modular backdoor's behavior on the overall success of a DarkVishnya campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What method is most effective in mitigating the effects of Clambling on a system?,Which key approach helps to neutralize the impact of Clambling on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is typically associated with malware tools such as Bankshot?,What kind of attack pattern is characteristic of malware tools like Bankshot?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How can preventing the execution of malicious activities related to Windows Registers hinder the propagation of the Janicab attack pattern?,In what way can the course of action that involves operating on Windows Registers help to prevent the spread of Janicab and its associated attack pattern?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
"What is the central asset in the attack pattern characterized by the use of PowerShell scripts, a hallmark of TINYTYPHON?","What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the TINYTYPHON?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the typical attack pattern employed by SharkBot?,Which attack pattern does SharkBot usually utilize?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What level of protection does SIP and Trust Provider Hijacking Mitigation offer against worm-related attacks?,How well does SIP and Trust Provider Hijacking Mitigation protect against worm attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods can be used to counteract the effects of APT16's tactics?,What strategies can be employed to mitigate the impact of APT16's methods?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What action is taken on Windows Registers to halt the dissemination of Mivast?,What course of action on Windows Registers is designed to prevent the spread of Mivast?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What tool associated with KeyRaider is used for its attack pattern?,What is the attack pattern that the KeyRaider utilizes through its associated tool?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
"What PowerShell scripts are commonly associated with, and what asset is at the center of the attack pattern that utilizes the AutoIt backdoor?","What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the AutoIt backdoor?",NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What measures should be put in place to prevent the proliferation of PyDCrypt?,What strategy should be implemented to prevent the spread of PyDCrypt?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What specific countermeasure implemented on Windows Registers aims at halting the dissemination of OnionDuke?,What course of action on Windows Registers is designed to prevent the spread of OnionDuke?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
"What type of asset is most susceptible to exploitation through the XcodeGhost attack pattern, which typically involves PowerShell scripts?","What asset is most vulnerable to the attack pattern that utilizes PowerShell scripts, which is characteristic of the XcodeGhost?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Does the implementation of Active Directory Configuration serve as an effective tactic in countering the spread of worms?,Can Active Directory Configuration be considered a successful strategy for combating worm?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What measures can be implemented to mitigate the impact of Reaver on a computer network?,What countermeasure can be taken to minimize the effects of Reaver on a computer network?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of attack pattern is employed by Bisonal?,What type of attack pattern does the Bisonal employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
On which types of systems do worms most commonly establish an infection?,What are the primary platforms that worms usually infect?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What course of action targets Windows Registers and is intended to mitigate the attack pattern associated with the presence of MURKYTOP?,"What attack pattern is mitigated by the course of action that targets Windows Registers, and is associated with the presence of MURKYTOP?",EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
Which asset is most vulnerable to exploitation by the attack pattern that involves the use of PowerShell scripts within the context of KGH_SPY?,What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the KGH_SPY?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What primary attack pattern is typically linked to the tool utilized by StrongPity?,What is the primary attack pattern associated with the tool employed by the StrongPity?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Which asset is most vulnerable to the malicious activity involving PowerShell scripts as part of the Starloader?,What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the Starloader?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What kind of attack pattern does CoinTicker typically employ?,Which attack pattern does CoinTicker usually utilize?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What strategy for countering threats is most effective in reducing the risks associated with More_eggs?,What defensive strategy is most effective in mitigating the risks associated with More_eggs?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What course of action effectively counters the HALFBAKED attack pattern by targeting Windows Registers?,What attack pattern is effectively countered by the course of action that targets Windows Registers in relation to HALFBAKED?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What action on Windows Registers can be taken to counteract the MechaFlounder attack pattern?,How can the course of action that involves operating on Windows Registers help to prevent the attack pattern associated with MechaFlounder?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What Windows Register targeting course of action is associated with the presence of SUGARDUMP and aims to counteract a specific attack pattern?,"What attack pattern is mitigated by the course of action that targets Windows Registers, and is associated with the presence of SUGARDUMP?",EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What malicious activities does the SDBbot tool execute through its operations?,How does the SDBbot tool carry out its malicious operations?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What measure should be implemented to avert the installation of macOS.OSAMiner on a system?,What crucial step can be taken to prevent the installation of macOS.OSAMiner on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the central attack pattern that a course of action centered around altering Windows Registers is primarily intended to counteract in the context of SLOWDRIFT?,Which attack pattern is the primary target of the course of action that involves modifying Windows Registers in the context of SLOWDRIFT?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
"What malware, identified as C0015, is associated with which tools?",Which tools have been associated with the Bot malware employed in the C0015?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
"What type of asset is typically targeted by the Bumblebee for compromise, frequently utilizing PowerShell scripts as part of its attack methodology?","What type of asset is the Bumblebee typically designed to compromise, often employing PowerShell scripts in its attack?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of malware attacks is Exaramel usually associated with?,What type of attack does Exaramel typically employ to infect systems?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What level of protection does Data from Information Repositories Mitigation offer against worm-based cyber threats?,How well does Data from Information Repositories Mitigation protect against worm attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What pattern of attack is typically associated with the tool employed by DarkGate?,What attack pattern is characteristic of the tool used by the DarkGate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What tool is associated with the characteristic attack pattern of MacMa?,What attack pattern is characteristic of the tool used by the MacMa?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
"What asset is most susceptible to the EvilBunny attack pattern, which is often associated with PowerShell scripts?","What asset is most vulnerable to the attack pattern that utilizes PowerShell scripts, which is characteristic of the EvilBunny?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What attack pattern is Waterbear's tool primarily based on?,Which attack pattern does the Waterbear's tool rely on?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Can the AppCert DLLs Mitigation successfully counteract the worm threat?,Does AppCert DLLs Mitigation effectively neutralize the worm threat?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is characteristic of the malware known as ViperRAT?,What type of attack pattern is employed by the tool that ViperRAT utilizes?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What types of attack patterns are typically employed by HALFBAKED to spread and infect computer systems?,What kind of attack pattern is commonly used by HALFBAKED to spread and infect systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What is the primary asset targeted by the attack pattern that utilizes PowerShell scripts as a core component of the Crimson?,"What asset is the primary target of the attack pattern that employs PowerShell scripts, a key component of the Crimson?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What course of action related to GPlayed operates on Windows Registers to mitigate a particular attack pattern?,"What attack pattern is mitigated by the course of action that operates on Windows Registers, and is specifically related to GPlayed?",EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What defensive measures can be employed to counteract the potential threats posed by Mongall?,What defensive strategy is most effective in mitigating the risks associated with Mongall?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What malicious activities are carried out by the ShiftyBug through its characteristic attack pattern?,What kind of attack pattern does the ShiftyBug use to carry out its malicious activities?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What attack pattern is characteristic of the DoubleAgent?,What type of attack pattern does the DoubleAgent employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What kind of attack pattern does the Attor tool utilize to infiltrate and compromise systems?,What type of attack pattern is used by the Attor's tool to compromise systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What attack pattern is typically employed by the Android/Chuli.A malware to breach system security?,What type of attack pattern is used by the Android/Chuli.A's tool to compromise systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What steps can be taken to mitigate the impact of AuditCred on a computer network?,What countermeasure can be taken to minimize the effects of AuditCred on a computer network?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of malicious attack vector is typically employed by KONNI to disseminate and compromise computer systems?,What kind of attack pattern is commonly used by KONNI to spread and infect systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What impact do the behaviors of a modular backdoor have on the advancement of a SilverTerrier campaign?,How do the behaviors of a modular backdoor influence the progression of a SilverTerrier campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What measures should be implemented to prevent the SLOWDRIFT malware from being installed on a system?,What crucial step can be taken to prevent the installation of SLOWDRIFT on a system?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What type of asset is typically targeted by attackers employing the Duqu malware, which is often linked to PowerShell script exploitation?","What asset is frequently compromised by the attack pattern that involves PowerShell scripts, a hallmark of the Duqu?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What is the predominant attack vector linked to the tool utilized by Cadelspy?,What is the primary attack pattern associated with the tool employed by the Cadelspy?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What type of asset is commonly targeted by the SNUGRIDE, frequently leveraging PowerShell scripts as part of its attack strategy?","What type of asset is the SNUGRIDE typically designed to compromise, often employing PowerShell scripts in its attack?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What HOPLIGHT tool is primarily associated with a specific attack pattern?,What is the primary attack pattern associated with the tool employed by the HOPLIGHT?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
