Question,Section,path,n_gold,known_gold_bug,n_sparql,match
What are the distinguishing characteristics of the Whitefly?,single_hop_not_filter,uses_attack_pattern,10,False,10,True
What operating systems or devices are commonly affected by the PLATINUM techniques?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
What strategy should be implemented to prevent the spread of eSurv?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,14,False,14,True
What proactive measure can be taken to protect against STARWHALE attacks?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,23,False,23,True
What are the additional names used to describe the Volatile Cedar group?,intra_relationship,aliases,1,False,1,True
How can Ferocious be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,17,False,17,True
On which platform does Impacket operate?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,4,False,4,True
What platform does Lslsass have its core focus on?,intra_relationship,x_mitre_platforms,1,False,1,True
On which platform is Exchange Email Delegate Permissions designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the main objective of Replication Through Removable Media?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What platforms do the Orangeworm techniques aim to compromise or disrupt?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What characteristics does the ISMInjector exhibit?,single_hop_not_filter,uses_attack_pattern,4,False,4,True
How does the ZLib function?,single_hop_not_filter,uses_attack_pattern,16,False,16,True
In what way does the RDAT operate?,single_hop_not_filter,uses_attack_pattern,19,False,19,True
What key component of cybersecurity helps to prevent and mitigate the attacks of Android Overlay Malware?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,6,False,6,True
What type of platform is often compromised by Network Device Authentication malware?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the target platform for Pupy?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
How do Hydraq tactics avoid detection by security systems?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
What options are available to prevent and mitigate the methods used by Aoqin Dragon?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,23,False,23,True
What strategy should be implemented to prevent the spread of PowerShower?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,26,False,26,True
What course of action on Windows Registers is designed to prevent the spread of TrickBot?,multi_hop_relationship,uses_attack_pattern<SEP>mitigates<SEP>filter Windows and Regist,3,False,3,True
What strategy should be implemented to prevent the spread of MoleNet?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,17,False,17,True
What are the implications of a modular backdoor's actions on the overall strategy of a Gelsemium campaign,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
How do GoldenEagle tactics avoid detection by security systems?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What are the various objectives of OnionDuke and Industroyer2?,common_and_differences,is_malware_type<SEP>select OnionDuke Industroyer2<SEP>uses_attack_pattern<SEP>targets<SEP>exec_difference x_mitre_asset,1,False,1,True
What key component of cybersecurity helps to prevent and mitigate the attacks of KEYMARBLE?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,30,False,30,True
What is the impact of a modular backdoor's behavior on the overall success of a APT39 campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
Which key approach helps to neutralize the impact of T9000 on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,27,False,27,True
What approach does the Higaisa typically use to carry out its operations?,single_hop_not_filter,uses_attack_pattern,27,False,27,True
"What are the defenses that Hijack Execution Flow can successfully evade, bypass, or disable?",intra_relationship,x_mitre_defense_bypassed,1,False,1,True
For which platform is Endpoint Denial of Service primarily intended?,intra_relationship,x_mitre_platforms,3,False,3,True
What types of security systems are susceptible to techniques employed by the Gelsemium?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,9,False,9,True
What is the primary behavior of the T9000?,single_hop_not_filter,uses_attack_pattern,14,False,14,True
How do techniques utilized by the Nomadic Octopus manage to evade detection by various defenses?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
What is the native platform for Pacu?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,13,False,13,True
What method can effectively prevent and mitigate the damage caused by TrickBot?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,90,False,90,True
On which type of platform is CrackMapExec typically found?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What methods can be used to identify Pegasus for Android?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,21,False,21,True
What is the RAT software of choice for SolarWinds Compromise?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,1,False,1,True
In what ways do WolfRAT techniques evade detection by firewalls and other security tools?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
How can one effectively counter the methods used by Orangeworm?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,9,False,9,True
In what ways is Exploitation of Vulnerability able to evade detection and protection?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What are the necessary countermeasures to take against Stolen Pencil?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,41,False,41,True
What systems or networks are the Confucius methods designed to infiltrate or exploit?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
What are the known behaviors of the Bisonal used by the Deep Panda in their campaign?,other_double_entity,is_intrusion_set_type<SEP>select Deep Panda<SEP>is_responsible<SEP>uses_malware<SEP>select Bisonal<SEP>uses_attack_pattern,41,False,41,True
What kind of virus is being employed by the C0011?,single_hop_not_filter,uses_malware,1,False,1,True
What security measures do Pandora techniques manage to evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
What is the typical behavior associated with the FIN4?,single_hop_not_filter,uses_attack_pattern,19,False,19,True
What types of devices or systems are the primary targets of the Dust Storm tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,4,False,4,True
What are the distinguishing characteristics of the Turla?,single_hop_not_filter,uses_attack_pattern,77,False,77,True
What techniques does File Permissions Modification use to evade detection and remain active?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What are the typical behaviors associated with the Explosive?,single_hop_not_filter,uses_attack_pattern,12,False,12,True
What type of behavior is typical for the Trojan.Mebromi?,single_hop_not_filter,uses_attack_pattern,1,False,1,True
For what type of platform is Log Enumeration considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
What type of platform is Detect Operating Mode typically designed for?,intra_relationship,x_mitre_platforms,3,False,3,True
What is the ultimate target of Exploit via Radio Interfaces?,intra_relationship,x_mitre_tactic_type,1,False,1,True
For what type of platform is Hide Artifacts considered a significant threat?,intra_relationship,x_mitre_platforms,2,False,2,True
What are the primary actions associated with the DarkVishnya?,single_hop_not_filter,uses_attack_pattern,10,False,10,True
What platform is spwebmember optimized for?,intra_relationship,x_mitre_platforms,1,False,1,True
What proactive measure can be taken to protect against Triada attacks?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,16,False,16,True
What are the primary characteristics of the Final1stspy's behavior?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What kind of platform is Network Address Translation Traversal most commonly associated with?,intra_relationship,x_mitre_platforms,1,False,1,True
What key component of cybersecurity helps to prevent and mitigate the attacks of BlackEnergy?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,63,False,63,True
What systems are typically targeted by malware used to infiltrate ICS devices operated by the EXOTIC LILY group?,multihop_one_entity_filter,uses_malware<SEP>filter ICS<SEP>uses_attack_pattern<SEP>targets,13,False,13,True
How does Web Session Cookie successfully evade detection by antivirus software?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What kind of behavior is characteristic of the BONDUPDATER?,single_hop_not_filter,uses_attack_pattern,9,False,9,True
"What type of malicious attack can be thwarted by the course of action that involves operating on Windows Registers, and is related to SpicyOmelette?",multi_hop_relationship,uses_attack_pattern<SEP>mitigates<SEP>filter Windows and Regist,3,False,3,True
What key component of cybersecurity helps to prevent and mitigate the attacks of GRIFFON?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,23,False,23,True
What are the typical behaviors associated with the LIGHTWIRE?,single_hop_not_filter,uses_attack_pattern,5,False,5,True
What crucial step can be taken to prevent the installation of Mis-Type on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,44,False,44,True
What types of platforms or devices are the Operation Wocao tactics and methods primarily intended to target?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,9,False,9,True
What is the process of detecting and eliminating SUNSPOT from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,22,False,22,True
What countermeasure can be taken to minimize the effects of MESSAGETAP on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,18,False,18,True
What platform is Internet Connection Discovery specifically tailored for?,intra_relationship,x_mitre_platforms,2,False,2,True
For what type of platform is Custom Command and Control Protocol considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
"What asset is the main focus of the attack pattern that incorporates PowerShell scripts, used by the Killdisk?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the SpyNote RAT?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
How does a modular backdoor's behavior affect the dynamics of a APT-C-36 campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What countermeasure can be taken to minimize the effects of Vasport on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,9,False,9,True
Which platform does Domain Accounts target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What kind of behavior is characteristic of the Gold Dragon?,single_hop_not_filter,uses_attack_pattern,19,False,19,True
How do you detect the presence of ComRAT in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,30,False,30,True
How do RTM attacks manage to evade detection by intrusion detection systems and other security software?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,12,False,12,True
What essential technique is used to combat the malicious activities of JPIN?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,44,False,44,True
What tools or software can be used to detect and remove Nebulae?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,30,False,30,True
Which platform does Disabling Security Tools target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What are the outcomes of a modular backdoor's actions in a MONSOON campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
In what environment does MimiPenguin become active?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,2,False,2,True
What platform is Hijack Execution Flow specifically tailored for?,intra_relationship,x_mitre_platforms,2,False,2,True
How does the Cobalt Group manifest its presence?,single_hop_not_filter,uses_attack_pattern,44,False,44,True
"What asset is most vulnerable to the attack pattern that utilizes PowerShell scripts, which is characteristic of the RCSAndroid?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What kind of platform is Rogue Master most commonly associated with?,intra_relationship,x_mitre_platforms,2,False,2,True
Which types of defenses are typically circumvented by EVILNUM methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What essential technique is used to combat the malicious activities of Avenger?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,19,False,19,True
How does Connection Proxy manage to breach or penetrate security systems and defenses?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
"What is the nature of the Epic, and does it include a backdoor that operates according to the System Network Connections Discovery?",double_entity,is_malware_type<SEP>select Epic<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>select System Network Connections Discovery,1,False,1,True
What type of platform is LC_MAIN Hijacking typically designed for?,intra_relationship,x_mitre_platforms,1,False,1,True
For what type of platform is Malicious Web Content considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the process of detecting and eliminating Get2 from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,16,False,16,True
What technique is used by the RawDisk?,single_hop_not_filter,uses_attack_pattern,3,False,3,True
On which type of platform is netsh typically found?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What security protocols can techniques used by the Machete successfully evade or compromise?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,9,False,9,True
How does a modular backdoor's behavior affect the dynamics of a Volatile Cedar campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What kind of platform is Local Account most commonly associated with?,intra_relationship,x_mitre_platforms,1,False,1,True
In what ways do PLEAD techniques evade detection by firewalls and other security tools?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
How do you detect the presence of Pysa in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,37,False,37,True
For which platform is Data Manipulation primarily intended?,intra_relationship,x_mitre_platforms,2,False,2,True
What behavior can be expected from the TA505?,single_hop_not_filter,uses_attack_pattern,39,False,39,True
What are the common techniques used by malware to compromise bank accounts and steal financial information?,multi_hop_relationship,is_malware_type<SEP>filter steal and banking<SEP>uses_attack_pattern,144,False,144,True
Which platform serves as the primary focus for Compromise Hardware Supply Chain attacks?,intra_relationship,x_mitre_platforms,2,False,2,True
Which security protocols are often bypassed by KOCTOPUS exploits?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,8,False,8,True
Which defensive strategies are commonly bypassed by SpeakUp attacks?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
How can one determine if a computer has been infected with WellMess?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,20,False,20,True
What security threats involve the attachment of user policies using the AttachUserPolicy API?,multihop_no_entity,is_attack_pattern_type<SEP>filter AttachUserPolicy,1,False,1,True
"Can you confirm whether BLUELIGHT was used by the APT-C-36 in their campaign? If yes, what are its primary behaviors?",other_double_entity,is_intrusion_set_type<SEP>select APT-C-36<SEP>is_responsible<SEP>uses_malware<SEP>select BLUELIGHT<SEP>uses_attack_pattern,20,False,20,True
"Is HDoor a malicious program that functions as a backdoor, and if so, does it utilize the Reduce Key Space method?",double_entity,is_malware_type<SEP>select HDoor<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>select Reduce Key Space,1,False,1,True
How do OopsIE attacks manage to evade detection by intrusion detection systems and other security software?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
For what type of platform is Disk Structure Wipe considered a significant threat?,intra_relationship,x_mitre_platforms,2,False,2,True
In what ways do SLOWDRIFT techniques evade detection by firewalls and other security tools?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
What is the primary goal of Symmetric Cryptography?,intra_relationship,x_mitre_tactic_type,1,False,1,True
"What asset is typically compromised by the attack pattern involving PowerShell scripts, which is used by the Escobar?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What defensive strategy is most effective in mitigating the risks associated with KillDisk?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,35,False,35,True
Which types of defenses are typically circumvented by Mongall methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
In what ways do the actions of a modular backdoor contribute to the objectives of a LuminousMoth campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What security defenses are bypassed by techniques used by the Stealth Falcon?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
What method can effectively prevent and mitigate the damage caused by LoFiSe?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,15,False,15,True
What characteristics does the Hydraq exhibit?,single_hop_not_filter,uses_attack_pattern,22,False,22,True
What essential technique is used to combat the malicious activities of Orz?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,35,False,35,True
In what domains is ShimRatReporter active?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
How can one determine if a computer has been infected with BOOTRASH?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,4,False,4,True
What security measures do FinFisher techniques manage to evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,15,False,15,True
What are the typical behaviors associated with the WINDSHIELD?,single_hop_not_filter,uses_attack_pattern,6,False,6,True
What kind of platform is RDP Hijacking most commonly associated with?,intra_relationship,x_mitre_platforms,1,False,1,True
What options are available to neutralize the threats posed by Moses Staff?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,30,False,30,True
For what type of platform is Malicious Software Development Tools considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
What are the primary domains where xCmd is used?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,1,False,1,True
How can one determine if a computer has been infected with Sys10?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,16,False,16,True
What actions does the SpeakUp take?,single_hop_not_filter,uses_attack_pattern,21,False,21,True
What types of platforms or devices are the TA459 tactics and methods primarily intended to target?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,7,False,7,True
What countermeasures are ineffective against Match Legitimate Name or Location?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What strategy does the FTP use?,single_hop_not_filter,uses_attack_pattern,5,False,5,True
What technique does the UNC788 employ?,single_hop_not_filter,uses_attack_pattern,1,False,1,True
What kinds of protection do BOULDSPY techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What platform is AppDomainManager specifically tailored for?,intra_relationship,x_mitre_platforms,1,False,1,True
On which platform is SMS Messages typically deployed or executed?,intra_relationship,x_mitre_platforms,1,False,1,True
"What is the typical attack pattern used by malware tools, specifically Akira?",multi_hop_relationship,uses_tool<SEP>uses_attack_pattern,40,False,40,True
What strategy should be implemented to prevent the spread of DealersChoice?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,13,False,13,True
What types of security systems are susceptible to techniques employed by the Transparent Tribe?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What type of attack has the Operation Dream Job been linked to?,single_hop_not_filter,uses_attack_pattern,53,False,53,True
What kinds of protection do NightClub techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What approach does the Pupy take?,single_hop_not_filter,uses_attack_pattern,55,False,55,True
What are the steps involved in identifying and removing ZeroT?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,22,False,22,True
What are the repercussions of a modular backdoor's involvement in a Earth Lusca campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
On which platform is File and Directory Permissions Modification designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
Which defensive strategies are commonly bypassed by LookBack attacks?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the BADNEWS?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
What countermeasure can be taken to minimize the effects of SUNBURST on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,46,False,46,True
What defense Reg can be sidestepped by?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
What types of safeguards are typically outsmarted by TERRACOTTA tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What kind of platform is Compromise Software Supply Chain most commonly associated with?,intra_relationship,x_mitre_platforms,2,False,2,True
For which platform is Trusted Developer Utilities Proxy Execution primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
How can Cadelspy be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,11,False,11,True
What platform did the Cutting Edge aim to compromise?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
On which platform is Confluence designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
What kind of platform is Registry Run Keys / Startup Folder most commonly associated with?,intra_relationship,x_mitre_platforms,1,False,1,True
What strategy should be implemented to prevent the spread of JHUHUGIT?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,49,False,49,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the Sunbird?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What type of behavior is typical for the build_downer?,single_hop_not_filter,uses_attack_pattern,8,False,8,True
What strategy should be implemented to prevent the spread of Hornbill?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,27,False,27,True
What kinds of protection do Bundlore techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What are the typical behaviors associated with the Flagpro?,single_hop_not_filter,uses_attack_pattern,24,False,24,True
"Is it true that OopsIE was deployed as part of a Gelsemium operation? If so, what are its characteristic behaviors?",other_double_entity,is_intrusion_set_type<SEP>select Gelsemium<SEP>is_responsible<SEP>uses_malware<SEP>select OopsIE<SEP>uses_attack_pattern,27,False,27,True
"What type of asset is the SVCReady typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
How does the Seth-Locker function?,single_hop_not_filter,uses_attack_pattern,3,False,3,True
Can you tell me about the techniques used to detect Mosquito?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,28,False,28,True
How can Conficker be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,33,False,33,True
What are the steps involved in identifying and removing AppleSeed?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,34,False,34,True
What security protocols can techniques used by the UNC2452 successfully evade or compromise?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,12,False,12,True
What domains are most affected by PsExec?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,4,False,4,True
What defensive strategy is most effective in mitigating the risks associated with KONNI?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,68,False,68,True
What security features are bypassed by Regsvr32?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What are the outcomes of a modular backdoor's actions in a GALLIUM campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
How does Execution Guardrails manage to evade detection by defenses?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What are the primary characteristics of the KeyRaider's behavior?,single_hop_not_filter,uses_attack_pattern,4,False,4,True
Which types of defenses are typically circumvented by Janicab methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
Can you tell me about the techniques used to detect Rover?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,19,False,19,True
What are the security weaknesses or vulnerabilities that VDSO Hijacking exploits or leverages?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What kind of behavior is characteristic of the MoonWind?,single_hop_not_filter,uses_attack_pattern,23,False,23,True
What crucial step can be taken to prevent the installation of Caterpillar WebShell on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,31,False,31,True
What is the primary platform associated with Responder?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,4,False,4,True
What is the primary platform that Fgdump is intended for?,intra_relationship,x_mitre_platforms,1,False,1,True
On which platform is Archive via Custom Method typically deployed or executed?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the process of detecting and eliminating MechaFlounder from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,17,False,17,True
What kind of behavior is characteristic of the P.A.S. Webshell?,single_hop_not_filter,uses_attack_pattern,15,False,15,True
What signs or symptoms indicate the presence of HyperStack in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,16,False,16,True
What are the telltale signs of the Carbanak's activity?,single_hop_not_filter,uses_attack_pattern,41,False,41,True
How does the zwShell behave?,single_hop_not_filter,uses_attack_pattern,14,False,14,True
What kind of behavior is characteristic of the HELLOKITTY?,single_hop_not_filter,uses_attack_pattern,6,False,6,True
Which key approach helps to neutralize the impact of RogueRobin on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,43,False,43,True
What options are available to prevent and mitigate the methods used by Leafminer?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,40,False,40,True
In what ways is Access Token Manipulation able to evade detection and protection?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
On which platforms are the methods used by the Dragonfly 2.0 most commonly deployed?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,13,False,13,True
"What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the CoinTicker?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
What effects do the actions of a modular backdoor have in the context of a LazyScripter campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What methods can be used to identify Socksbot?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,15,False,15,True
How does the XAgentOSX function?,single_hop_not_filter,uses_attack_pattern,14,False,14,True
In what ways do the actions of a modular backdoor contribute to the objectives of a TA2541 campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What is the primary objective of a Application Versioning?,intra_relationship,x_mitre_tactic_type,1,False,1,True
"What asset is frequently compromised by the attack pattern that involves PowerShell scripts, a hallmark of the Pillowmint?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
What tactics does the Threat Group-3390 employ?,single_hop_not_filter,uses_attack_pattern,72,False,72,True
What essential technique is used to combat the malicious activities of HIDEDRV?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,6,False,6,True
What actions does the GLOOXMAIL take?,single_hop_not_filter,uses_attack_pattern,2,False,2,True
What is the identity of the backdoor or ransomware used by the Axiom?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,1,False,1,True
"What are the typical methods for preventing and mitigating the impact of NetTraveler, Black Basta, and HOMEFRY?",entity_in_path,is_malware_type<SEP>select NetTraveler Black Basta HOMEFRY<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,1,False,1,True
What security measures does Compile After Delivery manage to bypass or undermine?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What defensive strategy is most effective in mitigating the risks associated with SEASHARPEE?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,17,False,17,True
What security protocols or measures can Disable Windows Event Logging compromise or undermine?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
Is the Application Server a victim of the Traffic Duplication?,other_double_entity,is_attack_pattern_type<SEP>select Traffic Duplication<SEP>targets<SEP>select Application Server,1,False,1,True
