Question,Path,Section,FinalPath,TemplateKey,SkeletonKey
How do spyware from Kimsuky operate?,<PATH>uses_malware<SEP>filter spyware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter spyware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter spyware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
Which malicious attacks are designed to target the assets affected by the GPlayed?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What is the most effective way to prevent Business Relationships?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
What type of attack pattern is typically associated with the asset compromised by the PowGoop?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What are the primary domains of detection for the malware behaviors exploited by the Iranian group behind C0015?,<PATH>attributed_to<SEP>filter iran<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains</PATH>,multi_hop_relationship,attributed_to<SEP>filter iran<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains,multi_hop_relationship||attributed_to<SEP>filter iran<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains,multi_hop_relationship||attributed_to<SEP>filter<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains
What are the key features of Defacement?,<PATH>description</PATH>,multi_hop_relationship,description,multi_hop_relationship||description,multi_hop_relationship||description
Does the backdoor feature of BabyShark enable unauthorized access to a system?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
What is the appropriate course of action to take when dealing with Prikormka?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
What is the relationship between Malicious Media Content and backdoor?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Does the Code Repositories represent a typical ransomware attack strategy?,<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What critical asset is often the main target of QUADAGENT?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Is Exploit OS Vulnerability a key component of backdoor malware functionality?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What security measure can help minimize the impact of Compromise Host Software Binary?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
"In what ways does ransomware, often using Hypervisor, compromise computer systems?",<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What remediation steps are required to counteract the tactics used by EVILNUM?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
What tactics does Ajax Security Team use to deploy ransomware?,<PATH>uses_malware<SEP>filter ransomware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter ransomware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter ransomware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
Is Exploitation for Initial Access a key component of a worm's malicious functionality?,<PATH>used_by_malware<SEP>description<SEP>filter worm</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter worm,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter worm,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Which security protocol is designed to prevent or minimize the effects of Safe Mode Boot?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
Which attack pattern does the Pasam typically utilize to target the specified asset?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Give me an overview of the most significant Xbash campaigns.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
Is XLoader for Android a malicious program that functions as ransomware?,<PATH>description<SEP>filter ransomware</PATH>,multi_hop_relationship,description<SEP>filter ransomware,multi_hop_relationship||description<SEP>filter ransomware,multi_hop_relationship||description<SEP>filter
Can Cerberus be described as a worm?,<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
Provide a list of BlackEnergy 3-related campaigns.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
Break down the efforts aimed at Backdoor.Oldrea mitigation.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
"What type of malware is Starloader, specifically a worm?",<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
Can you identify the data sources behind the Firewall Disable techniques and describe their characteristics?,<PATH>detects<SEP>x_mitre_data_sources</PATH>,multi_hop_relationship,detects<SEP>x_mitre_data_sources,multi_hop_relationship||detects<SEP>x_mitre_data_sources,multi_hop_relationship||detects<SEP>x_mitre_data_sources
"What objectives does JPIN strive for, and what measures can be taken to prevent these objectives?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
Does Device Restart/Shutdown often accompany backdoor malware?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What are the recommended remediation procedures for dealing with Chameleon?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
List the key SodaMaster campaigns that have made headlines.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
What are the different phases of the kill chain used by malware in the UNC788 campaign?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases
How do the malware tools used by Russian groups in the C0033 employ an attack pattern?,<PATH>attributed_to<SEP>filter russia<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,attributed_to<SEP>filter russia<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern,multi_hop_relationship||attributed_to<SEP>filter russia<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern,multi_hop_relationship||attributed_to<SEP>filter<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern
Is Wingbird essentially a worm?,<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
Does Compromise Software Supply Chain play a role in the backdoor's ability to compromise a system?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Outline the plans and tactics used in DRATzarus operations.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
Does the backdoor feature of Turian enable unauthorized access to a system?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
Does Container and Resource Discovery often involve the use of spyware?,<PATH>used_by_malware<SEP>description<SEP>filter spyware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What specific tools have malware linked to Cobalt Group used to affect BLU Products in their campaigns?,<PATH>is_responsible<SEP>uses_malware<SEP>filter BLU<SEP>uses_tool</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter BLU<SEP>uses_tool,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>filter BLU<SEP>uses_tool,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>filter<SEP>uses_tool
Does the classification of FYAnti include it as a worm?,<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
What are the primary goals of 3PARA RAT and what do these goals entail?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
What mitigation techniques can be employed to reduce the effectiveness of malware tools used in the APT41 attack?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern<SEP>mitigated_by
What are the main objectives of the APT28's tactics?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
"What information sources are associated with the Service Metadata techniques, and what are their respective origins?",<PATH>detects<SEP>x_mitre_data_sources</PATH>,multi_hop_relationship,detects<SEP>x_mitre_data_sources,multi_hop_relationship||detects<SEP>x_mitre_data_sources,multi_hop_relationship||detects<SEP>x_mitre_data_sources
Which defense mechanism is best suited to handle One-Way Communication?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
Does the backdoor exploit involve Use Alternate Authentication Material?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Which domains are involved in the attack process initiated by the tools employed by the TEARDROP?,<PATH>uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains</PATH>,multi_hop_relationship,uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains
Does NanoCore fall under the category of spyware?,<PATH>description<SEP>filter spyware</PATH>,multi_hop_relationship,description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter
What detection strategies are required to identify the methods used by malware employed by MONSOON?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by
What are the strategies employed by spyware from Fox Kitten?,<PATH>uses_malware<SEP>filter spyware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter spyware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter spyware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
Does the backdoor use Serverless Execution as its primary mechanism?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What strategies do ransomware employ to infect systems?,<PATH>is_malware_type<SEP>filter ransomware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,is_malware_type<SEP>filter ransomware<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter ransomware<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter<SEP>uses_attack_pattern
What initiatives are associated with Ebury?,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
What are the most common types of attacks that target the assets impacted by the ZxShell?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Can Application Isolation and Sandboxing prevent a backdoor from being exploited?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
What are the methods used by Desert Scorpion to evade detection?,<PATH>uses_attack_pattern</PATH>,multi_hop_relationship,uses_attack_pattern,multi_hop_relationship||uses_attack_pattern,multi_hop_relationship||uses_attack_pattern
Does ransomware typically utilize the Weaken Encryption technique?,<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What kinds of cyber threats directly affect the important assets related to Naikon?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets
What attack pattern is typically linked to the malware tools used in the Equation campaigns?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_tool<SEP>uses_attack_pattern
Can you detail the methods used by SideCopy worms to compromise systems?,<PATH>uses_malware<SEP>filter worm<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter worm<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter worm<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
What asset is typically vulnerable to the attack pattern employed by the Equation?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Which attack pattern does the Cobian RAT typically utilize to target the specified asset?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Which countermeasures should be implemented to mitigate the impact of Axiom?,<PATH>uses_attack_pattern<SEP>detects</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects
What strategy can be employed to prevent the spread of the malware used in Night Dragon?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by
What are the key features of Application Versioning?,<PATH>description</PATH>,multi_hop_relationship,description,multi_hop_relationship||description,multi_hop_relationship||description
What is the relationship between Hide Artifacts and backdoor?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What type of asset is typically the main target of STARWHALE attacks?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
How do we address the issue of Downdelph methods?,<PATH>uses_attack_pattern<SEP>detects</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects
Is Process Injection a key component of spyware attacks?,<PATH>used_by_malware<SEP>description<SEP>filter spyware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What mechanisms do CALENDAR use to compromise systems?,<PATH>uses_attack_pattern</PATH>,multi_hop_relationship,uses_attack_pattern,multi_hop_relationship||uses_attack_pattern,multi_hop_relationship||uses_attack_pattern
Is Disk Structure Wipe a common tactic employed by ransomware?,<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Is the Graphical User Interface method a hallmark of ransomware attacks?,<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Can Restrict File and Directory Permissions be used to close a backdoor?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
Does Windows Management Instrumentation Event Subscription play a role in the backdoor's ability to compromise a system?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What is the relationship between Device Unlock Code Guessing or Brute Force and backdoor?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Give me a summary of HummingWhale campaigns that have been reported in the past year.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
"What are the goals of Dok, and how do these goals contribute to the spread of malware in general?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
What types of data or systems are at risk from Okrum attacks?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What are the primary data sources behind the techniques that the Indicator Removal from Tools Mitigation helps to prevent?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,multi_hop_relationship,mitigates<SEP>x_mitre_data_sources,multi_hop_relationship||mitigates<SEP>x_mitre_data_sources,multi_hop_relationship||mitigates<SEP>x_mitre_data_sources
Does Tomiris contain a backdoor?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
Does the presence of a backdoor distinguish Stuxnet from other types of malware?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
What are the techniques used by Andariel to deliver and execute spyware?,<PATH>uses_malware<SEP>filter spyware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter spyware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter spyware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
What is the relationship between Standard Application Layer Protocol and backdoor?,<PATH>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Outline the plans and tactics used in Helminth operations.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
Does ransomware typically utilize the Modify Parameter technique?,<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
Does Virtualization/Sandbox Evasion Mitigation eliminate the risk of a backdoor?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
Which attack pattern does the Net Crawler typically utilize to target the specified asset?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
Is Domain Groups a key component of spyware attacks?,<PATH>used_by_malware<SEP>description<SEP>filter spyware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
What proactive measure can be taken to prevent or mitigate the consequences of Block Command Message?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
What are the names of the malware tools used by the group attributed to TA2541 in their campaigns against BLU Products?,<PATH>is_responsible<SEP>uses_malware<SEP>filter BLU<SEP>uses_tool</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter BLU<SEP>uses_tool,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>filter BLU<SEP>uses_tool,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>filter<SEP>uses_tool
Is Monokle classified as a type of worm?,<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
Which security measures can be implemented to prevent the spread of LOWBALL?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
What role does Detect Operating Mode play in a worm attack?,<PATH>used_by_malware<SEP>description<SEP>filter worm</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter worm,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter worm,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
How can one detect the methods used by malware utilized by Akira?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by
What are the kill chain stages associated with the malware used in the Earth Lusca campaign?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>kill_chain_phases
