Question,Path,Section
On which platforms do techniques mitigated by Bypass User Account Control Mitigation usually operate?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What type of software is necessary for the GreyEnergy to function properly?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the intended objectives of GLASSTOKEN malware?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What objectives do Azorult typically pursue?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
Which software module is typically used by the CaddyWiper to compromise system security?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the primary drivers of WARPWIRE's behavioral characteristics?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What type of software is necessary for the OceanSalt to function properly?,<PATH>uses_tool</PATH>,single_hop_not_filter
How do techniques utilized by the BlackTech manage to evade detection by various defenses?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Can you explain the methods used to detect the AndroidOS/MalLocker.B and its techniques?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
On which platform is the framework employed by the ComRAT typically designed?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Which security protocols are often bypassed by Samurai exploits?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What information is used to develop the Windows Management Instrumentation Event Subscription Mitigation that prevents or minimizes the impact of these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What are the primary characteristics of the SPACESHIP's behavior?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What kinds of protection do AuditCred techniques usually sidestep?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What are the primary target domains of the software exploited by the QUIETCANARY?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What are the primary drivers of Ginp's behavioral characteristics?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What type of behavior is typical for the RawPOS?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
Break down the various phases of the kill chain that the HAFNIUM uses to execute its malicious activities.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
Can you explain the methods used to detect the Samurai and its techniques?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
How do we determine the origins of BOOSTWRITE behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
In what phases of the attack kill chain does the Update Software play a critical role in prevention or mitigation?,<PATH>mitigates<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What type of software does the Pegasus employ?,<PATH>uses_tool</PATH>,single_hop_not_filter
What software module is employed by the Chrommme to achieve its goals?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the primary target domains of the software exploited by the TRITON?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What system is usually the primary target of the Graphical User Interface?,<PATH>targets</PATH>,single_hop_not_filter
What methods can be employed to identify the techniques used by the BlackEnergy 3?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What infrastructure components are the Scripting targeting?,<PATH>targets</PATH>,single_hop_not_filter
What systems are commonly targeted by the Modify System Image?,<PATH>targets</PATH>,single_hop_not_filter
What system is most susceptible to the Access Stored Application Data?,<PATH>targets</PATH>,single_hop_not_filter
What systems are usually at risk of being compromised by the Gather Victim Org Information?,<PATH>targets</PATH>,single_hop_not_filter
How can the tactics employed by the Winnti for Linux be identified and detected?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
Which system is usually compromised by the Financial Theft?,<PATH>targets</PATH>,single_hop_not_filter
What are the primary domains of interest for the Poseidon Group?,<PATH>uses_attack_pattern<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What is the platform of choice for the framework used by the GravityRAT?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
How do we identify the root causes of BOOTRASH behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What are the primary domains or areas that are affected by techniques that can be addressed by Supply Chain Management?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What method is counteracted by the Data Encoding Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter
What are the target areas or domains that Service Stop Mitigation is designed to protect against these techniques?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What type of computer system is targeted by the Scheduled Transfer?,<PATH>targets</PATH>,single_hop_not_filter
What type of program is employed by the Denis to infiltrate systems?,<PATH>uses_tool</PATH>,single_hop_not_filter
How do we identify the root causes of FrozenCell behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What domains are affected by implementing System Time Discovery Mitigation to mitigate these techniques?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What information is used to develop the AppCert DLLs Mitigation that mitigates these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What system does the Service Registry Permissions Weakness usually affect?,<PATH>targets</PATH>,single_hop_not_filter
What infrastructure components are the Unused/Unsupported Cloud Regions targeting?,<PATH>targets</PATH>,single_hop_not_filter
What is the primary behavior of the CarbonSteal?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
On which platforms does the software used by the HotCroissant operate?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Which platforms are most vulnerable to techniques that can be mitigated by Process Doppelgänging Mitigation?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the primary sources of data used by Aquatic Panda in their attacks?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What steps can be taken to reduce the risk of Rogue Wi-Fi Access Points?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What kind of behavior is characteristic of the TajMahal?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
Can you explain the methods used to detect the ViceLeaker and its techniques?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
"In what ways do the Exploit Public-Facing Application Mitigation techniques help to mitigate the effects of malware, and what security measures are compromised in the process?",<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
The Snapshot Deletion refers to which type of behavior?,<PATH>detects</PATH>,single_hop_not_filter
Which security protocols are vulnerable to techniques employed by the APT3?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What are the domains usually targeted by the Moafee malware?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What kind of defense protocol can a CSPY Downloader override?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What framework is characteristic of the TeamTNT?,<PATH>uses_tool</PATH>,single_hop_not_filter
What systems or networks is the Eavesdrop on Insecure Network Communication designed to compromise?,<PATH>targets</PATH>,single_hop_not_filter
How do SharkBot tactics avoid detection by security systems?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Which domains are the primary objectives of the DressCode when it utilizes software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
How do we identify the root causes of NavRAT behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What program is typically employed by the Marcher?,<PATH>uses_tool</PATH>,single_hop_not_filter
What is the intended target for the framework's malicious operations when used by the RobbinHood?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
Can you detail the kill chain phases that ShiftyBug uses to execute its malicious activities?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What Named Pipe Metadata does this attack exploit?,<PATH>detects</PATH>,single_hop_not_filter
In what domains does the DownPaper usually target using software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
How do ShiftyBug attacks manage to evade detection by intrusion detection systems and other security software?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What tool is often associated with the AppleJeus?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the target platforms of the software used by the Netwalker?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What domains or areas are most susceptible to techniques that can be mitigated by implementing NTFS Extended Attributes Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What program is typically employed by the Backdoor.Oldrea?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the typical kill chain phases of Flagpro infections?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
How can Process Discovery be mitigated?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What are the main platforms or systems that techniques mitigated by Remote Data Storage often target?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What do malicious programmers aim to achieve with GreyEnergy?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
Which security protocol failed to prevent the Operation Honeybee attackers from bypassing the defense measure?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What method does the LazyScripter employ?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
Which operating systems are typically targeted by the malicious software deployed in the C0017?,<PATH>uses_malware<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What platforms are most commonly targeted by techniques that can be countered by File Permissions Modification Mitigation?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What measure is taken to counter the effects of the Graphical User Interface Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter
What information is available about the sources of OSInfo behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
How can the detection of the techniques used by the Clop be improved?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What kind of defense protocol can a Mimikatz override?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What types of safeguards are typically outsmarted by gh0st RAT tactics?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What techniques can be used to detect the methods used by the Ragnar Locker?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
In what environments or platforms do techniques mitigated by Password Policies typically reside?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What information is used to develop the Component Firmware Mitigation that prevents or minimizes the impact of these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What is the framework's target domain when used by the LitePower?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What type of software does the DealersChoice employ?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the main goals of POWERSTATS?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What is the native platform for esentutl?,<PATH>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the key phases of the kill chain that DoubleAgent employs?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
Which operating systems are vulnerable to the software used by the Chameleon?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What data inputs or sources drive the techniques detected by the Active DNS?,<PATH>detects<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What are the most effective ways to mitigate the damage caused by Domain or Tenant Policy Modification?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What domains are typically targeted by the malware associated with the Suckfly?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What group is the source of Frankenstein?,<PATH>attributed_to</PATH>,single_hop_not_filter
What are the primary objectives of the tactics employed by the Dust Storm?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
Which security controls are bypassed by the techniques used by the LazyScripter?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What is the main target of the Group Policy Preferences in terms of the attacked infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
How does the Denis behave?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What platforms do techniques mitigated by Antivirus/Antimalware usually exploit or attack?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
How can Graphical User Interface be mitigated?,<PATH>mitigated_by</PATH>,single_hop_not_filter
Which software is used by the Exaramel for Linux?,<PATH>uses_tool</PATH>,single_hop_not_filter
What is the primary target domain of the framework employed by the RAPIDPULSE?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What is the Active DNS of this specific attack?,<PATH>detects</PATH>,single_hop_not_filter
"In the context of the Image Metadata technique, what domains are usually targeted?",<PATH>detects<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What are the main goals of KEYPLUG?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
Which domains are the primary objectives of the Javali when it utilizes software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What type of software does the gh0st employ?,<PATH>uses_tool</PATH>,single_hop_not_filter
What characteristics does the AutoIt backdoor exhibit?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What system is usually the primary target of the Code Signing Policy Modification?,<PATH>targets</PATH>,single_hop_not_filter
What countermeasures can be implemented to prevent Web Portal Capture?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What systems are commonly targeted by the Outlook Home Page?,<PATH>targets</PATH>,single_hop_not_filter
What are the domains where ngrok is most commonly found?,<PATH>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What program is typically employed by the Reaver?,<PATH>uses_tool</PATH>,single_hop_not_filter
What application is the Seth-Locker associated with?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the primary characteristics of the DEATHRANSOM's behavior?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the typical target domain for the framework of the WireLurker?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
In what phases of the attack kill chain does the Access Management play a critical role in prevention or mitigation?,<PATH>mitigates<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What domains are typically targeted by the malware associated with the POLONIUM?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What platforms do the Kimsuky techniques aim to compromise or disrupt?,<PATH>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What software component is integral to the FoggyWeb?,<PATH>uses_tool</PATH>,single_hop_not_filter
What security measures are available to defend against Service Execution?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What infrastructure assets is the Network Security Appliances attempting to exploit?,<PATH>targets</PATH>,single_hop_not_filter
What software module is employed by the Skidmap to achieve its goals?,<PATH>uses_tool</PATH>,single_hop_not_filter
What defense measure has been successfully circumvented in the 2016 Ukraine Electric Power Attack?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What piece of software enables the Grandoreiro to operate effectively?,<PATH>uses_tool</PATH>,single_hop_not_filter
What steps can be taken to reduce the risk of Modify Cached Executable Code?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What is the main objective of the Create Cloud Instance in terms of the target infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
In what way does the metaMain operate?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What kinds of protection do EKANS techniques usually sidestep?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
In what ways do adbupd techniques evade detection by firewalls and other security tools?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What domains are the focal points of the software used by the Amadey?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
"What are the techniques used by the S.O.V.A. to evade detection, and how can they be identified?",<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
Which vulnerability is the Modify Existing Service Mitigation designed to protect against?,<PATH>mitigates</PATH>,single_hop_not_filter
What behavior can be expected from the DarkVishnya?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the intended target domain of the framework utilized by the TrickBot?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
How can the detection of the techniques used by the TEARDROP be improved?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What characteristics does the CALENDAR exhibit?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What program is used by the JCry to execute its malicious functions?,<PATH>uses_tool</PATH>,single_hop_not_filter
What is the main objective of the Malware in terms of the target infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
In what environments or platforms do techniques mitigated by Indicator Removal on Host Mitigation typically reside?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
How do BBK tactics avoid detection by security systems?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What are the best practices for preventing and responding to Encrypted/Encoded File?,<PATH>mitigated_by</PATH>,single_hop_not_filter
Describe the different phases of the kill chain that OutSteel uses to compromise systems.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What are the primary sources of XcodeGhost's behavioral data?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What is the primary behavior of the TAINTEDSCRIBE?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the main objective of the Component Object Model Hijacking in terms of the target infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
What tool is used by the FatDuke to carry out its functions?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the target domains of the software utilized by the RCSAndroid to carry out its operations?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What tool is often associated with the Orz?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the specific phases of the techniques detected by the Snapshot Metadata that contribute to the kill chain?,<PATH>detects<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What strategy is employed to prevent the spread of the Exploitation for Defense Evasion Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter
To what domain does the framework of the CHEMISTGAMES usually direct its malicious activity?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
To what domain does the framework of the Android/Chuli.A usually direct its malicious activity?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
Identify the data sources behind CopyKittens's malicious attacks.,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
In what domains does the VERMIN usually target using software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What system is usually the primary target of the DNS/Passive DNS?,<PATH>targets</PATH>,single_hop_not_filter
What stages of the attack kill chain are addressed by the Hooking Mitigation?,<PATH>mitigates<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What infrastructure components are the Mshta targeting?,<PATH>targets</PATH>,single_hop_not_filter
What actions does the Keydnap take?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
Which domain does the framework of the TRITON aim to compromise?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
Which program component is used by the PingPull to facilitate its malicious operations?,<PATH>uses_tool</PATH>,single_hop_not_filter
In what phases of the attack kill chain does the Audio Capture Mitigation play a critical role in prevention or mitigation?,<PATH>mitigates<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What framework is the hallmark of the Honeybee?,<PATH>uses_tool</PATH>,single_hop_not_filter
How does the Putter Panda manifest its presence?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What countermeasures are employed by the Obfuscated Files or Information Mitigation to thwart the impact of malicious software?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Which domains are commonly attacked by the viruses employed by the Blue Mockingbird?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter
To what domains does the software used by the MacSpy typically gain access?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What technique is mitigated through the implementation of the Path Interception Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter
Which platforms are the primary targets of the software used by the Dtrack?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the primary domains where Windows Credential Editor is used?,<PATH>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Which domains are the primary objectives of the Trojan.Karagany when it utilizes software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
The Thrip utilizes which tactic?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the typical target domain for the framework of the AppleJeus?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What technique does the OilRig employ?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
On which platforms does the software used by the Exaramel operate?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
How can the detection of the techniques used by the PowerDuke be improved?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What is the main platform associated with the framework employed by the Mofang?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Which domains are the primary objectives of the SYNful Knock when it utilizes software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
Which software is used by the Mosquito?,<PATH>uses_tool</PATH>,single_hop_not_filter
What application is the Disco associated with?,<PATH>uses_tool</PATH>,single_hop_not_filter
What type of software does the JPIN employ?,<PATH>uses_tool</PATH>,single_hop_not_filter
What techniques can be used to detect the methods used by the CostaBricks?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What do malicious programmers aim to achieve with MURKYTOP?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
How does the NavRAT function?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
In what way does the SNUGRIDE operate?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What system does the Malvertising usually affect?,<PATH>targets</PATH>,single_hop_not_filter
Can you describe the methods used to identify the techniques employed by the PowerStallion?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What system is most susceptible to the Masquerade File Type?,<PATH>targets</PATH>,single_hop_not_filter
What are the target domains for the software employed by the Kerrdown?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What security measures are effectively neutralized by the techniques that are mitigated by the Firmware Corruption Mitigation?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What platform does the utility used by the C0021 usually target?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What application is the HenBox associated with?,<PATH>uses_tool</PATH>,single_hop_not_filter
Describe the different phases of the kill chain that HELLOKITTY uses to compromise systems.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What is the behavior that is recognized by the Container Metadata?,<PATH>detects</PATH>,single_hop_not_filter
What are the main goals of Taidoor?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What approach is neutralized through the adoption of the Software Packing Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter
What security measures are available to defend against Project File Infection?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What infrastructure components are the Scan Databases targeting?,<PATH>targets</PATH>,single_hop_not_filter
What is the target infrastructure of the Sharepoint?,<PATH>targets</PATH>,single_hop_not_filter
What areas or domains are most vulnerable to techniques that can be addressed by Communication Authenticity?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What are the primary drivers of XAgentOSX's behavioral characteristics?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What domains are at risk due to techniques that can be mitigated by Exploitation of Vulnerability Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What are the primary targets of the software employed by the WastedLocker?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What characteristics does the Octopus exhibit?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
Which software component is used by the Fysbis to carry out its malicious activities?,<PATH>uses_tool</PATH>,single_hop_not_filter
In what ways do down_new techniques evade detection by firewalls and other security tools?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Which types of defenses are typically circumvented by Avaddon methods?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
In what way does the Clambling operate?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What tool is used by the SynAck to carry out its functions?,<PATH>uses_tool</PATH>,single_hop_not_filter
What is the target environment of the framework utilized by the Maze?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What steps can be taken to reduce the risk of Stored Application Data?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What are the typical behaviors associated with the Pandora?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the typical target domain for the framework of the AndroidOS/MalLocker.B?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What type of behavior is typical for the Ursnif?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the ifconfig's mode of operation?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the framework's target domain when used by the SpeakUp?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
Which domains are the primary targets of techniques that can be mitigated through Defacement Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What infrastructure components are the Network Boundary Bridging targeting?,<PATH>targets</PATH>,single_hop_not_filter
In what ways do Triton techniques evade detection by firewalls and other security tools?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Which platform is the Active Directory Object Creation technique primarily designed to affect?,<PATH>detects<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
How does the Empire function?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What do hackers usually aim to accomplish with BLINDINGCAN?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What are the ultimate goals of Mispadu infections?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
Where does Expand typically operate in a network?,<PATH>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the key domains or areas that Network Sniffing Mitigation helps protect against these techniques?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What infrastructure components are the Call Log  targeting?,<PATH>targets</PATH>,single_hop_not_filter
What are the key data sources that feed into the Data from Information Repositories Mitigation that counteracts these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
Which platform serves as the primary target for the framework used by the POLONIUM?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Which program component is used by the Gazer to facilitate its malicious operations?,<PATH>uses_tool</PATH>,single_hop_not_filter
What type of program is employed by the Charger to infiltrate systems?,<PATH>uses_tool</PATH>,single_hop_not_filter
What security features do YiSpecter methods frequently undermine?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
